client_id,nom_complet,type_compte,solde,plafond,decouvert_autorise,montant_verse_mensuel,montant_preleve_mensuel,nombre_transactions,date_ouverture,statut_client,note_rentabilite,segment,score_risque
C0205,Miranda Rodriguez,Courant,1109554.59,1398680.88,Oui,3566934.37,3694808.08,20,2021-11-14,Inactif,91,VIP,0.16
C0206,Christian Morgan,Courant,755171.79,1923668.21,Non,5153379.04,794695.74,51,2020-07-09,Inactif,54,Standard,0.18
C0207,Lisa Myers,Crédit,-135674.21,6195511.26,Non,8662492.6,7846877.78,81,2015-11-16,Actif,46,Standard,0.56
C0208,William Davis,Crédit,-1795545.02,1562118.34,Non,8840474.39,3614136.49,12,2022-05-12,Risqué,60,Inactif,0.3
C0209,Ricky Esparza,Crédit,-1227122.33,3694560.3,Non,3619219.48,6445275.8,23,2020-12-21,Inactif,29,Inactif,0.38
C0210,Donald Gonzalez,Courant,1827940.53,1606804.28,Non,8349738.74,5936785.25,36,2021-11-29,Actif,7,Standard,0.37
C0211,Jeffrey Johnson,Courant,768174.49,616474.0,Oui,4105053.16,3286496.59,74,2016-04-22,Actif,2,Standard,0.19
C0212,Selena Obrien,Épargne,6008480.14,8633468.27,Non,4808685.85,1204312.28,89,2023-05-23,Actif,30,Standard,0.47
C0213,Edward Anthony,Crédit,-1721608.83,5287932.88,Non,2298988.53,5141784.54,52,2024-04-16,Actif,18,Standard,0.79
C0214,Jose Morrison,Crédit,-2183849.54,6623054.77,Non,764169.27,5476806.91,13,2019-02-03,Actif,52,Inactif,0.2
C0215,Kathy Lewis,Courant,769310.83,926411.14,Oui,1381592.21,5054983.69,74,2025-03-18,Actif,48,Standard,0.07
C0216,Amanda Evans,Crédit,-2015378.98,7362788.39,Non,673761.74,6722741.01,40,2017-11-24,Actif,43,Standard,0.19
C0217,Angela Walton,Courant,228534.95,1683398.71,Non,8924127.84,3498848.49,48,2018-10-05,Actif,55,Inactif,0.4
C0218,Carrie Martin,Courant,3178030.17,1449067.82,Non,7053378.06,84687.99,22,2017-07-20,Actif,12,VIP,0.2
C0219,Tanya Harris,Crédit,-1814662.88,6709057.66,Non,9994689.17,883224.12,47,2025-01-06,Actif,40,Standard,0.03
C0220,Wayne Gibson,Courant,1556979.02,1788435.03,Oui,1900928.85,4438951.45,99,2018-08-24,Inactif,15,Standard,0.27
C0221,Scott Shaffer,Crédit,-2672886.22,2131518.42,Non,7384110.68,7798004.9,43,2022-04-18,Actif,53,VIP,0.33
C0222,Rodney Mcclure,Courant,895042.92,667268.32,Non,5182825.93,2177361.78,52,2020-05-25,Actif,12,Standard,0.33
C0223,William Watkins,Courant,3695138.51,514885.73,Non,4667746.84,7709818.97,59,2018-11-28,Actif,64,Standard,0.37
C0224,Gregg Gregory MD,Épargne,9642710.29,6883253.22,Non,218629.27,6172757.78,93,2016-06-20,Actif,36,Standard,0.17
C0225,Nicole Williams,Crédit,-2164760.84,8623547.44,Non,284769.9,7193556.81,96,2023-05-11,Actif,71,Standard,0.25
C0226,Michelle Williams,Crédit,-2566280.88,6429626.25,Non,4760338.77,524746.09,43,2020-09-09,Actif,89,Inactif,0.49
C0227,Stephen Ray,Crédit,-3470320.77,2844830.89,Non,7269990.64,4976889.84,56,2017-04-25,Actif,9,Standard,0.31
C0228,Jessica Edwards,Crédit,-2377727.66,2474929.21,Non,6446048.2,6488388.49,46,2023-03-26,Risqué,87,Standard,0.16
C0229,Kathryn Moody DVM,Épargne,4985526.13,8453763.81,Non,493410.04,3354355.38,37,2019-01-24,Actif,14,Standard,0.37
C0230,Matthew Sawyer,Épargne,6235358.87,16412815.17,Non,5491253.43,1483448.09,94,2022-03-07,Actif,93,Inactif,0.41
C0231,Christopher Hurley,Courant,812210.08,1087787.44,Non,6608181.96,915701.85,67,2024-02-19,Risqué,47,Standard,0.48
C0232,Jacob Cruz,Épargne,5363440.71,18790811.07,Non,1802149.94,1750958.46,81,2019-10-31,Risqué,3,Inactif,0.09
C0233,Katherine Thompson,Courant,2059981.15,1659633.56,Oui,3134499.37,1894716.64,42,2025-03-08,Actif,58,Inactif,0.19
C0234,Christopher Mcintyre,Courant,2065599.57,1676631.29,Non,3801006.14,4438322.9,42,2024-03-19,Actif,41,Standard,0.27
C0235,Stephen Mcguire,Épargne,4940752.72,14936510.18,Non,1229101.1,2346635.26,26,2018-07-12,Risqué,0,VIP,0.32
C0236,Destiny Myers DVM,Épargne,190218.6,18776396.48,Non,9511739.52,4638124.56,77,2024-10-10,Actif,44,Standard,0.03
C0237,Jade Wallace,Épargne,5042819.2,8312791.74,Non,437353.14,336349.61,16,2016-03-13,Actif,40,Inactif,0.06
C0238,Jeffrey Bradshaw,Courant,1077089.93,1638164.38,Oui,2860835.86,2856750.61,46,2023-09-23,Risqué,25,Inactif,0.52
C0239,Anthony Braun,Crédit,-2409028.05,2675223.08,Non,3349068.76,6847490.1,27,2022-12-21,Actif,90,VIP,0.32
C0240,Monica Vasquez,Crédit,-2198948.15,8522433.35,Non,3355300.78,5564263.56,23,2017-12-22,Actif,3,VIP,0.2
C0241,Ronald Harvey,Courant,1628284.16,581951.63,Oui,9732127.72,1847696.38,37,2017-09-24,Actif,83,Standard,0.01
C0242,Linda Zamora,Courant,578552.84,1772638.07,Non,4255160.51,2458300.7,61,2015-12-20,Inactif,26,Standard,0.29
C0243,Pamela Curtis,Courant,1646438.25,1313706.51,Non,1538534.42,3076482.97,30,2018-08-13,Inactif,31,VIP,0.13
C0244,John Velez,Courant,926371.19,897989.21,Non,6035461.1,2407651.3,24,2023-06-12,Actif,100,VIP,0.49
C0245,Jared Wilson,Épargne,7662966.28,11925742.16,Non,9213895.48,5572033.65,38,2024-07-11,Inactif,56,Standard,0.15
C0246,Michael Tran,Épargne,8174621.14,13431091.92,Non,9473552.14,3995257.09,66,2021-06-19,Actif,99,Standard,0.44
C0247,Sherry Robinson,Courant,714080.9,517126.98,Oui,7051812.81,7763544.02,60,2023-08-16,Actif,87,Standard,0.19
C0248,Kimberly Bernard,Crédit,-3819223.18,8763764.24,Non,1833593.34,6410027.68,98,2018-12-05,Risqué,79,VIP,0.32
C0249,Julie Weaver,Crédit,-1137224.24,8842726.31,Non,6743394.79,6383617.11,6,2016-02-12,Actif,66,Inactif,0.26
C0250,Kathryn Norris,Épargne,1319373.4,11174831.91,Non,9353194.6,3472794.67,27,2015-12-19,Actif,58,Standard,0.13
C0251,Donald Mejia,Crédit,-839129.54,2848612.68,Non,3845338.36,7857293.82,83,2021-04-11,Actif,78,VIP,0.3
C0252,Michael Winters,Crédit,-2424473.09,9232580.03,Non,164232.56,3628426.39,73,2016-09-15,Actif,5,Standard,0.38
C0253,Tyler Haley,Crédit,-2239330.8,2839965.17,Non,5221057.42,638635.63,2,2024-07-01,Actif,88,Standard,0.21
C0254,Dennis Riley,Courant,623093.21,1888283.31,Non,729924.34,3471479.26,19,2023-09-30,Actif,83,VIP,0.21
C0255,Kelsey Jones,Crédit,-2955275.48,6072939.74,Non,4534330.43,5392845.51,69,2019-01-19,Actif,99,Standard,0.35
C0256,Lauren Walsh,Épargne,6793195.12,10603322.02,Non,552365.0,5038518.25,44,2016-10-13,Actif,48,Standard,0.38
C0257,Matthew Flores,Crédit,-1105467.31,7654674.07,Non,2185945.25,5336706.4,73,2022-03-04,Actif,53,Standard,0.29
C0258,Stephanie Diaz,Courant,1116622.04,1506013.29,Non,7023632.98,1671996.09,38,2018-07-29,Actif,22,VIP,0.08
C0259,Jamie White,Courant,509420.93,615717.75,Oui,9116124.44,2871143.6,49,2020-05-21,Inactif,57,Standard,0.03
C0260,Patricia Johnson,Courant,639144.1,924957.14,Non,7878356.56,3209712.85,64,2024-01-20,Actif,90,Standard,0.01
C0261,Jonathan Cantu,Courant,548823.42,1307497.91,Oui,2725092.47,2979168.91,53,2024-07-25,Inactif,81,Standard,0.66
C0262,Megan Mcintyre,Crédit,-384633.55,6843900.92,Non,9365992.18,558850.46,97,2022-05-02,Actif,10,Standard,0.09
C0263,Joseph Wade,Courant,2751371.36,542466.91,Non,2139792.03,2284252.75,2,2019-12-26,Actif,0,Inactif,0.38
C0264,Luis Foley,Courant,1827271.07,1739732.14,Non,4489702.15,6456464.03,0,2024-02-05,Actif,59,Standard,0.32
C0265,Erin Wilson,Épargne,2400141.17,18089537.04,Non,8289762.45,1767677.92,54,2021-01-27,Risqué,35,Standard,0.12
C0266,Julie Keller,Crédit,-1525302.23,5694394.56,Non,7955132.05,7080793.55,75,2024-07-07,Inactif,66,Standard,0.46
C0267,Jillian Lopez,Épargne,508523.39,15828938.41,Non,3878795.99,3940542.77,44,2022-04-01,Actif,84,Standard,0.16
C0268,Stephanie Mcgee,Épargne,4156941.06,10314069.91,Non,1098187.57,1817772.37,72,2024-07-12,Actif,10,Standard,0.5
C0269,Joseph Lee,Courant,122271.19,1939794.2,Oui,6182189.83,4477183.62,46,2016-08-18,Inactif,96,Standard,0.32
C0270,Robert Drake,Épargne,8045684.27,14471283.82,Non,5348415.46,967387.41,48,2019-05-20,Actif,60,Standard,0.33
C0271,Ronnie Harris,Épargne,6953408.73,18435121.66,Non,2082948.01,4087050.26,52,2020-10-22,Inactif,61,Standard,0.33
C0272,Michael Johnson,Courant,515682.98,514968.16,Oui,7248264.44,4308469.96,64,2017-01-21,Actif,85,Inactif,0.29
C0273,Angela Martin,Courant,49187.26,775163.29,Non,8556991.49,7066351.02,2,2021-10-02,Actif,45,Standard,0.16
C0274,George Mendoza,Épargne,5574617.9,6111581.34,Non,3785915.84,6440325.63,78,2024-06-06,Actif,92,Standard,0.23
C0275,Krystal Massey,Courant,627599.99,603070.52,Non,3727263.28,3740696.23,74,2022-08-30,Actif,95,VIP,0.5
C0276,Deborah Moore,Crédit,-2598794.39,5935772.47,Non,711310.09,6143794.64,57,2024-04-06,Inactif,44,Standard,0.3
C0277,Karla Kent,Crédit,-1081991.24,6962355.52,Non,3502278.46,3156503.46,57,2025-04-15,Risqué,86,Standard,0.53
C0278,Cynthia Lozano,Épargne,2620623.96,11224568.23,Non,7142137.88,3120385.34,58,2023-11-21,Actif,58,Inactif,0.33
C0279,David Swanson,Crédit,-2860456.05,6262012.81,Non,1379823.29,3578680.55,22,2015-06-27,Actif,95,Standard,0.28
C0280,Cynthia Carter,Courant,991957.83,1738876.56,Oui,4657991.4,2263737.49,26,2021-03-02,Actif,21,VIP,0.08
C0281,Barbara Dudley,Crédit,-3308315.83,8080375.07,Non,7747942.52,5995316.67,32,2022-05-13,Actif,0,Standard,0.34
C0282,Robin Lee,Courant,1976112.24,1675658.58,Non,4318400.07,1648467.96,28,2025-03-25,Actif,76,Inactif,0.27
C0283,Cole Wright,Épargne,393283.63,6423769.05,Non,9988981.49,2646782.03,30,2021-09-26,Inactif,60,Inactif,0.3
C0284,Aaron Navarro,Crédit,-3214797.06,6095626.22,Non,3162140.99,5252018.94,34,2015-07-15,Actif,30,Standard,0.15
C0285,Angela Adams,Crédit,-3090980.43,6621526.43,Non,8651110.81,4716145.23,24,2020-08-31,Actif,28,Standard,0.58
C0286,Dawn Velez,Courant,1644369.94,1893709.28,Oui,3451957.52,4245035.86,58,2021-03-19,Actif,20,Inactif,0.23
C0287,Kaitlyn Harrison,Courant,1862277.78,580022.0,Oui,4574905.21,5414551.1,54,2024-01-10,Inactif,86,Inactif,0.18
C0288,Alyssa Moore,Courant,914187.83,1621691.52,Non,8112072.94,3339928.35,75,2017-11-30,Actif,46,Standard,0.15
C0289,Thomas Scott,Courant,319148.83,757151.27,Non,4563111.05,3666235.92,19,2017-05-14,Risqué,2,Standard,0.41
C0290,Charles Potter,Crédit,-1580684.45,6346745.03,Non,7041270.05,578894.49,89,2015-11-26,Actif,83,Inactif,0.43
C0291,Elizabeth Ramirez,Courant,1547253.47,1829140.15,Oui,2006703.17,5912537.38,87,2024-06-04,Inactif,72,Inactif,0.3
C0292,Nathaniel Sullivan,Crédit,-1817579.0,1603148.84,Non,9754664.18,6544942.56,63,2017-11-03,Inactif,28,VIP,0.21
C0293,Marcus Moore DDS,Épargne,354145.1,6514671.6,Non,1716536.34,1220840.73,2,2019-09-09,Risqué,39,VIP,0.5
C0294,Regina Johnson,Crédit,-1551283.43,4183270.18,Non,3059666.34,7804217.55,25,2021-03-10,Inactif,94,Standard,0.34
C0295,Justin Burch,Crédit,-3500571.37,5306465.05,Non,7816532.47,2463810.31,23,2023-07-27,Actif,59,Standard,0.34
C0296,Steven Sandoval,Courant,659880.9,1187647.14,Non,7263810.46,4615586.22,75,2021-01-05,Inactif,14,VIP,0.16
C0297,Michael Hayes,Courant,446888.28,1910628.81,Non,207440.56,4205943.13,76,2020-06-20,Inactif,62,Standard,0.3
C0298,Ronnie Lutz,Courant,1248177.43,1124218.05,Non,5162814.81,7231219.21,80,2019-04-17,Inactif,5,Standard,0.07
C0299,Valerie Baker,Courant,609145.75,1328993.4,Oui,3753123.89,5310254.71,62,2016-10-29,Actif,91,VIP,0.17
C0300,Juan Garcia,Épargne,9145351.69,13381489.17,Non,3743136.68,6295862.67,31,2024-02-06,Inactif,2,Inactif,0.48
C0301,Jacqueline Hall,Épargne,9885037.88,19827824.72,Non,301111.59,2058535.94,84,2020-04-14,Inactif,21,Standard,0.31
C0302,Lisa Collins,Crédit,-1232579.0,5989037.27,Non,2035077.88,2386895.35,71,2015-11-11,Risqué,22,Standard,0.13
C0303,Chris Johnston,Crédit,-1812670.98,5196694.72,Non,7617727.64,1278213.02,1,2017-12-16,Inactif,16,Standard,0.19
C0304,Ana Young,Courant,2157180.17,568178.75,Oui,6483674.42,1852592.42,14,2023-03-18,Risqué,73,Standard,0.56
C0305,James Smith,Crédit,-2812914.24,9355451.55,Non,9964163.02,6378258.85,74,2017-03-22,Actif,8,Standard,0.52
C0306,Anita Finley,Courant,1069818.58,1416156.1,Oui,2038420.65,491424.01,42,2019-04-28,Actif,96,Standard,0.27
C0307,Karen Moran,Courant,936643.28,599247.78,Non,240597.08,6623525.56,53,2023-09-20,Actif,48,Standard,0.24
C0308,Patricia Jordan,Courant,660525.15,1417195.42,Oui,6801074.68,2574520.12,65,2023-05-24,Actif,36,Inactif,0.4
C0309,Susan Johnson,Épargne,2057038.41,5154267.44,Non,7174697.23,5664656.99,59,2017-09-20,Risqué,57,Standard,0.27
C0310,David Waters,Épargne,5057464.75,19772686.16,Non,9393014.4,3649869.03,37,2020-06-16,Actif,8,Standard,0.4
C0311,Susan Dominguez,Épargne,1219057.13,18698490.21,Non,1934464.51,89961.09,72,2015-07-20,Inactif,63,Standard,0.26
C0312,Destiny Harris,Courant,565185.73,1797443.91,Oui,2532109.13,5751108.52,86,2021-02-01,Inactif,83,Standard,0.56
C0313,Gary Wells,Crédit,-1678337.48,7567407.16,Non,9405197.02,4850186.09,83,2018-11-02,Inactif,85,VIP,0.13
C0314,Terry Barker,Courant,1298078.11,1448357.23,Oui,5856870.12,3151455.87,69,2016-11-21,Risqué,46,VIP,0.09
C0315,Charles Meyers,Épargne,5659352.97,13408697.14,Non,9429458.81,707735.62,74,2022-11-07,Inactif,4,VIP,0.29
C0316,Cynthia Flores,Courant,1186960.28,1675250.12,Non,7012066.8,4954705.02,10,2023-02-08,Actif,75,Inactif,0.2
C0317,Selena Smith,Épargne,9771510.03,11353218.74,Non,7946028.01,302638.95,57,2017-08-29,Actif,33,VIP,0.31
C0318,William Cruz,Épargne,750699.12,13664476.32,Non,3624127.03,6597240.2,80,2018-01-11,Actif,98,Standard,0.43
C0319,Michael Cole,Crédit,-3038378.85,1762195.08,Non,4693596.55,3882950.19,5,2024-08-12,Actif,13,Standard,0.29
C0320,Brenda Nguyen DVM,Crédit,-2410762.19,2067793.89,Non,9340806.76,5486738.29,88,2022-10-22,Actif,46,Standard,0.2
C0321,Hayley Brown,Épargne,2053117.9,13432832.17,Non,7161795.1,594181.1,43,2019-06-21,Actif,18,Standard,0.29
C0322,Jared Franco,Crédit,-2409450.52,1421072.6,Non,3230537.95,3533504.9,70,2022-06-21,Actif,64,Standard,0.14
C0323,Linda Farrell,Crédit,-3955230.03,2952606.21,Non,2915653.19,4472807.66,79,2018-11-23,Inactif,61,VIP,0.46
C0324,Chase Payne,Épargne,2369208.65,17547477.36,Non,549633.6,3743674.69,56,2017-12-27,Actif,29,Standard,0.16
C0325,Justin Williams,Courant,2981674.31,1736707.28,Oui,1507040.75,6671791.24,5,2015-07-23,Risqué,3,Standard,0.01
C0326,Cesar Nelson,Épargne,6498233.21,8228067.2,Non,8849333.75,4497273.13,10,2022-09-29,Inactif,95,Inactif,0.3
C0327,Brian Colon,Courant,2335357.92,1708145.06,Non,9470224.63,3231687.59,10,2015-08-21,Actif,2,Inactif,0.39
C0328,Holly Price,Épargne,4410433.64,12453432.78,Non,9173573.38,6221509.3,97,2023-04-13,Actif,24,Standard,0.54
C0329,Anthony Campbell,Courant,2339178.37,578586.94,Oui,1638267.77,2718205.02,9,2022-05-18,Actif,10,Inactif,0.22
C0330,Mario Mccoy,Épargne,4525208.36,17869326.36,Non,7325015.58,7576710.48,56,2015-10-24,Inactif,46,Standard,0.19
C0331,Raymond Smith,Épargne,899317.81,5928285.53,Non,5376911.01,4550269.59,71,2023-07-04,Risqué,45,VIP,0.32
C0332,Michael Rollins,Crédit,-868263.28,1788321.68,Non,944666.64,1586332.85,92,2023-12-17,Actif,100,VIP,0.5
C0333,Eric Robertson,Épargne,3875533.83,10918584.73,Non,5322908.84,1332870.5,20,2021-04-08,Inactif,26,Inactif,0.48
C0334,Adrienne Harper,Épargne,4765284.22,17410348.32,Non,5869144.39,2733383.1,33,2016-11-05,Actif,61,Inactif,0.39
C0335,Robert Rodriguez,Crédit,-906563.42,2000234.33,Non,6498645.09,7007188.45,78,2024-01-01,Inactif,8,Standard,0.18
C0336,Susan Barrera,Crédit,-2245896.83,2055521.33,Non,1732164.7,2846849.8,34,2016-01-14,Actif,60,Standard,0.12
C0337,April Dean,Courant,810853.05,1467291.83,Oui,284148.32,3465501.77,87,2023-02-17,Inactif,84,Standard,0.68
C0338,Hunter Johnson,Crédit,-1323004.86,3277237.07,Non,8662345.71,867598.61,25,2016-11-02,Actif,49,Standard,0.14
C0339,Tiffany Welch,Courant,2747915.82,1363038.76,Oui,4319170.57,2243585.42,24,2022-11-14,Actif,9,Standard,0.28
C0340,Christine Snyder,Crédit,-2695202.9,1539489.71,Non,1353188.74,4867675.89,83,2016-11-26,Inactif,26,Standard,0.48
C0341,Latoya Flores,Épargne,4049704.68,6223980.8,Non,2622986.33,271425.31,59,2019-12-15,Inactif,50,Standard,0.19
C0342,David James,Courant,705907.2,575625.16,Non,8909323.99,4636205.55,23,2018-08-20,Actif,77,Inactif,0.34
C0343,Francisco Anderson,Crédit,-2881123.14,9949737.41,Non,6074538.44,2497696.74,44,2018-06-29,Actif,17,Standard,0.4
C0344,Adam Parsons,Crédit,-2143788.01,3932411.15,Non,1321357.8,3566813.94,77,2020-04-19,Inactif,15,Inactif,0.32
C0345,Michael Mcdonald,Crédit,-11958.03,9048386.06,Non,6466783.91,2341600.04,77,2018-02-28,Actif,96,VIP,0.39
C0346,Denise Wells,Crédit,-2178030.73,8337486.98,Non,8949323.67,6597671.05,4,2023-01-26,Actif,69,Inactif,0.14
C0347,Teresa Brooks,Crédit,-407868.33,1729347.49,Non,8305742.52,7815515.26,74,2017-10-03,Actif,89,VIP,0.18
C0348,Denise Roberts,Crédit,-1878903.31,8736007.57,Non,5943398.64,5572497.49,32,2023-01-07,Actif,34,Standard,0.08
C0349,Geoffrey Nixon,Courant,1365372.5,1138906.56,Oui,9947107.44,785378.48,42,2020-02-24,Actif,59,Standard,0.5
C0350,James Sanders,Courant,1136132.31,1285345.37,Non,2858511.58,2419701.42,76,2024-08-24,Actif,19,Standard,0.08
C0351,James Johnson,Épargne,6323814.6,5721384.66,Non,2991867.14,7463729.49,97,2017-11-28,Actif,63,Standard,0.4
C0352,Robert Morrison,Crédit,-896362.13,9042717.28,Non,792652.39,7266496.69,67,2024-10-05,Actif,25,Standard,0.28
C0353,Dawn Reynolds,Épargne,7090956.57,18861615.74,Non,9753040.76,6673974.63,53,2023-07-04,Actif,3,Standard,0.13
C0354,Javier Bailey,Crédit,-1480603.63,6260888.02,Non,9694752.03,3053821.75,53,2023-05-30,Actif,96,Standard,0.46
C0355,Ian Montgomery,Courant,23197.65,672719.27,Non,8838572.33,3347863.96,46,2017-10-01,Actif,37,Standard,0.57
C0356,Ronald Martinez,Épargne,3291045.7,12878876.28,Non,1156527.04,6951945.9,32,2023-07-30,Actif,52,Standard,0.09
C0357,Janice Rose,Crédit,-2908336.16,1377676.66,Non,3668271.32,833824.13,7,2017-05-01,Actif,82,Standard,0.52
C0358,Charles Mcdowell,Épargne,8186048.53,10573197.67,Non,6163280.07,4213124.16,45,2016-07-19,Inactif,38,Standard,0.21
C0359,Sally Lewis,Crédit,-1347490.86,4238146.84,Non,3104374.21,1601817.46,0,2018-07-12,Actif,89,Inactif,0.44
C0360,Jason Brown,Épargne,12900613.82,19039058.72,Non,6738894.34,3876159.71,11,2017-11-13,Risqué,26,Standard,0.6
C0361,Rita Jones,Épargne,7610746.98,5361652.9,Non,1208766.36,1060415.11,6,2023-12-07,Risqué,37,Standard,0.18
C0362,Matthew Carr,Épargne,328035.26,16996750.47,Non,5569135.9,6616161.85,5,2019-07-15,Actif,56,VIP,0.44
C0363,Paul Suarez,Crédit,-2121254.68,1128978.15,Non,4809438.04,217117.8,21,2021-06-10,Actif,86,Standard,0.44
C0364,Jesse Brown,Épargne,6293362.89,8662424.13,Non,6000190.72,3111565.69,37,2019-10-31,Actif,18,Inactif,0.18
C0365,Destiny Massey,Crédit,-607610.47,1232284.54,Non,5555241.86,4187572.76,66,2024-06-22,Inactif,59,Standard,0.3
C0366,Elizabeth Rodriguez,Courant,1553593.19,1383821.92,Oui,4570070.05,3639946.41,49,2021-05-03,Actif,80,Standard,0.26
C0367,Krista Kemp,Crédit,-2499260.03,7216536.84,Non,7301422.91,423435.28,61,2019-10-27,Actif,77,Standard,0.11
C0368,Brandi Scott,Épargne,3588015.91,14794593.83,Non,5817210.02,226636.93,97,2020-09-27,Actif,25,Standard,0.6
C0369,Antonio Bell,Crédit,-402400.83,1872691.04,Non,1831364.79,6390236.66,65,2015-09-30,Actif,44,Standard,0.24
C0370,John Mcgee,Crédit,-2502714.89,8475604.84,Non,2285341.11,3224694.01,50,2021-04-13,Inactif,85,VIP,0.14
C0371,Robert Johnson,Courant,252128.54,1367539.64,Non,8334487.14,6443116.24,48,2015-07-12,Risqué,98,VIP,0.75
C0372,Stacy Mccarthy,Épargne,2103005.59,6995146.98,Non,1629430.8,7596721.19,84,2019-04-28,Actif,84,Inactif,0.37
C0373,Mr. Scott Myers DDS,Épargne,1493776.91,11275843.0,Non,3610221.93,4770556.02,86,2024-06-01,Actif,20,Standard,0.4
C0374,Tricia Kennedy DDS,Crédit,-1950970.66,8021913.84,Non,5660734.56,2126241.34,8,2015-11-26,Inactif,56,Standard,0.26
C0375,Ashley Page,Courant,3729805.21,891999.53,Oui,4220039.76,4814429.33,40,2017-04-14,Actif,57,VIP,0.05
C0376,Jessica Clarke,Courant,1568651.52,761613.9,Oui,4742912.43,776804.83,17,2023-10-27,Inactif,87,Standard,0.26
C0377,Stephen Norton,Crédit,-3074318.01,6372507.01,Non,8111102.85,3465903.24,15,2021-06-26,Actif,72,Standard,0.25
C0378,Candace Smith,Crédit,-2522561.92,6291924.67,Non,4293672.49,4942595.2,47,2021-02-28,Actif,30,VIP,0.07
C0379,Jo Parker,Crédit,-1081873.02,8306795.12,Non,187928.25,5212561.62,8,2016-12-30,Actif,25,Inactif,0.18
C0380,William Lee,Épargne,6439039.22,19954241.26,Non,7215566.74,2333408.61,7,2023-07-26,Actif,62,Standard,0.38
C0381,Vanessa Rios,Épargne,2842671.65,17886676.36,Non,5025579.68,5415400.96,73,2020-06-06,Risqué,72,Standard,0.31
C0382,Jennifer Bradley,Épargne,6679101.42,9550783.15,Non,7829814.58,6138576.22,88,2021-03-02,Actif,19,Standard,0.2
C0383,Jessica Schroeder,Épargne,7683941.56,8102268.4,Non,5069336.62,2531908.41,81,2020-01-01,Actif,83,Standard,0.33
C0384,Sara Richardson,Crédit,-2109407.6,4332089.67,Non,7525225.3,7181112.55,54,2018-12-19,Actif,82,Inactif,0.32
C0385,Brandon Clements,Courant,580917.23,663520.42,Non,2522971.22,2569693.84,82,2019-01-26,Inactif,62,Inactif,0.27
C0386,Sherry Moyer,Crédit,-1605672.7,7024212.86,Non,2351235.29,1986390.45,97,2022-07-05,Actif,74,Inactif,0.25
C0387,Derrick Bennett,Courant,1208784.96,1627737.72,Non,8128865.03,7568710.13,95,2019-01-14,Inactif,70,VIP,0.33
C0388,Mary Sellers,Épargne,4805934.18,5804521.87,Non,7188776.66,3830031.94,70,2015-06-27,Actif,40,Inactif,0.41
C0389,Billy Campbell,Crédit,-3694511.76,3770867.13,Non,4798140.79,6354851.08,47,2023-03-24,Inactif,46,VIP,0.25
C0390,Holly Schultz,Crédit,-2361415.52,2013314.2,Non,4107391.44,7096723.88,78,2020-04-27,Actif,26,Standard,0.47
C0391,Karen Bird,Crédit,-1163079.3,3684452.09,Non,7766277.7,3175318.3,31,2024-12-24,Risqué,12,Inactif,0.15
C0392,Robert Klein,Crédit,-3012637.41,5549687.13,Non,5102190.49,1150054.18,7,2021-12-04,Actif,1,VIP,0.42
C0393,Derek Black,Épargne,10237614.01,16775958.82,Non,1997340.77,6571013.89,42,2023-02-19,Actif,57,VIP,0.25
C0394,Lori Hurley,Courant,231845.45,502465.64,Non,3795328.88,4587553.77,72,2017-01-27,Actif,56,VIP,0.61
C0395,John Parker,Courant,929244.98,1629272.98,Non,7341948.91,7015730.2,70,2016-08-22,Risqué,96,Standard,0.17
C0396,Jill Morrison,Courant,370684.68,1624068.53,Non,9182516.79,908830.21,33,2020-01-22,Actif,87,VIP,0.45
C0397,Kimberly Tyler,Courant,2111884.53,1513380.16,Oui,5113496.0,6898493.2,22,2021-01-03,Actif,29,Standard,0.31
C0398,Elizabeth Owens,Courant,175617.25,1307592.47,Non,9921749.61,6867368.33,28,2020-02-13,Inactif,77,Inactif,0.56
C0399,Alicia Morgan,Crédit,-2159743.37,1552826.16,Non,2278049.65,2938018.73,92,2017-06-02,Inactif,83,Inactif,0.18
C0400,Patricia Perez,Courant,2150831.38,1766472.3,Oui,9162285.45,5757564.89,18,2018-08-28,Actif,97,Inactif,0.1
C0401,Karl King,Crédit,-3303278.04,9599033.72,Non,2507263.61,6884180.5,60,2021-01-08,Actif,25,Standard,0.22
C0402,David Jimenez,Crédit,-611457.45,5900997.92,Non,1640803.65,5545410.98,9,2023-05-04,Actif,80,Standard,0.05
C0403,Natasha Evans,Courant,2360632.23,1320568.02,Non,920092.69,3050037.26,44,2019-10-08,Actif,22,Standard,0.22
C0404,Kimberly Mercado,Épargne,3800302.81,19718863.66,Non,3847084.17,6213114.58,25,2024-01-03,Inactif,66,VIP,0.28
C0405,Emily Henry,Épargne,7585450.41,6035554.05,Non,3381150.97,2543939.84,95,2025-04-15,Risqué,9,VIP,0.41
C0406,Kimberly Hendricks,Épargne,3157030.57,9498463.89,Non,6445810.95,4827516.6,40,2022-05-21,Actif,61,Inactif,0.1
C0407,Michael Valdez,Courant,625908.09,664794.67,Oui,8842655.48,2776290.82,86,2019-12-20,Actif,62,Standard,0.27
C0408,Brooke Johnston,Crédit,-2214895.75,2863513.75,Non,5462532.46,1891212.25,56,2017-07-27,Actif,61,Inactif,0.08
C0409,Robert Humphrey,Courant,347532.95,1572043.51,Non,2440183.36,3577982.15,28,2022-05-08,Actif,16,VIP,0.22
C0410,Vanessa Watson,Courant,1940018.99,574408.86,Non,2607773.79,3747038.86,18,2021-06-04,Actif,25,Standard,0.31
